itemTypeId	name	category	iconName	width	height	equippable	characterSlot	rarity	hasMeta	hasColours	hasRewards	description
torso_pirateVariantA			clothing/torsos/2x3_torso_pirateVariantA_male	2	3	True	Body		True	False	False	
torso_roman			clothing/torsos/2x3_torso_roman_male	2	3	True	Body		True	False	False	
torso_cape			clothing/torsos/2x3_torso_cape_male	2	3	True	Body		True	False	False	
legs_baggy			clothing/legs/2x4_legs_baggy_male	2	4	True	Feet		True	False	False	
head_hunterwide			clothing/heads/2x2_head_hunterwide_male	2	2	True	Head		True	False	False	
head_featherhat			clothing/heads/2x2_head_featherhat_male	2	2	True	Head		True	False	False	
head_godhand			clothing/heads/2x2_head_godhand_male	2	2	True	Head		True	False	False	
head_hoodcap			clothing/heads/2x2_head_hoodcap_male	2	2	True	Head		True	False	False	
head_circlemask			clothing/heads/2x2_head_circlemask_male	2	2	True	Head		True	False	False	
head_tank			clothing/heads/2x2_head_tank_male	2	2	True	Head		True	False	False	
head_skullcap			clothing/heads/2x2_head_skullcap_male	2	2	True	Head		True	False	False	
head_scarfhood			clothing/heads/2x2_head_scarfhood_male	2	2	True	Head		True	False	False	
head_godhand_hood			clothing/heads/2x2_head_godhand_hood_male	2	2	True	Head		True	False	False	
head_saborianmask_chevron			clothing/heads/2x2_head_saborianmask_chevron_male	2	2	True	Head		True	False	False	
head_saborianmask_diamond			clothing/heads/2x2_head_saborianmask_diamond_male	2	2	True	Head		True	False	False	
head_saborianmask_eyes			clothing/heads/2x2_head_saborianmask_eyes_male	2	2	True	Head		True	False	False	
head_saborianmask_sharp_scarf			clothing/heads/2x2_head_saborianmask_sharp_scarf_male	2	2	True	Head		True	False	False	
head_saborianmask_hoodscarf	Saborian Hood		clothing/heads/2x2_head_saborianmask_hoodscarf_male	2	2	True	Head		True	False	False	
head_hood			clothing/heads/2x2_head_hood_male	2	2	True	Head		True	False	False	
head_wrap			clothing/heads/2x2_head_wrap_male	2	2	True	Head		True	False	False	
torso_wandererVariantA			clothing/torsos/2x3_torso_wandererVariantA_male	2	3	True	Body		True	False	False	
torso_ponchoVariantA			clothing/torsos/2x3_torso_ponchoVariantA_male	2	3	True	Body		True	False	False	
torso_saborianuniform_godhand			clothing/torsos/2x3_torso_saborianuniform_godhand_male	2	3	True	Body		True	False	False	
torso_bandages			clothing/torsos/2x3_torso_bandages_male	2	3	True	Body		True	False	False	
torso_poncho	Poncho	Clothing	clothing/torsos/2x3_torso_poncho_male	2	3	True	Body		True	True	False	
torso_comboB			clothing/torsos/2x3_torso_comboB_male	2	3	True	Body		True	False	False	
torso_saborianuniform_3pip			clothing/torsos/2x3_torso_saborianuniform_3pip_male	2	3	True	Body		True	False	False	
torso_saborianuniform_2pip			clothing/torsos/2x3_torso_saborianuniform_2pip_male	2	3	True	Body		True	False	False	
torso_saborianuniform_1pip			clothing/torsos/2x3_torso_saborianuniform_1pip_male	2	3	True	Body		True	False	False	
torso_wrap			clothing/torsos/2x3_torso_wrap_male	2	3	True	Body		True	False	False	
legs_saborianuniform			clothing/legs/2x4_legs_saborianuniform_male	2	4	True	Feet		True	False	False	
legs_saborianuniform_stripe			clothing/legs/2x4_legs_saborianuniform_stripe_male	2	4	True	Feet		True	False	False	
legs_shinpads			clothing/legs/2x4_legs_shinpads_male	2	4	True	Feet		True	False	False	
legs_shortsVariantA			clothing/legs/2x4_legs_shortsVariantA_male	2	4	True	Feet		True	False	False	
head_reaver_raiderB			clothing/heads/2x2_head_reaver_raiderB_male	2	2	True	Head		True	False	False	
head_reaver_bandage			clothing/heads/2x2_head_reaver_bandage_male	2	2	True	Head		True	False	False	
head_reaver_porcupineVariantB			clothing/heads/2x2_head_reaver_porcupineVariantB_male	2	2	True	Head		True	False	False	
head_reaver_raider			clothing/heads/2x2_head_reaver_raider_male	2	2	True	Head		True	False	False	
head_reaverscarf			clothing/heads/2x2_head_reaverscarf_male	2	2	True	Head		True	False	False	
head_reaver			clothing/heads/2x2_head_reaver_male	2	2	True	Head		True	False	False	
head_reaver_shark			clothing/heads/2x2_head_reaver_shark_male	2	2	True	Head		True	False	False	
head_reaver_porcupine			clothing/heads/2x2_head_reaver_porcupine_male	2	2	True	Head		True	False	False	
head_reaverscarf_VariantB			clothing/heads/2x2_head_reaverscarf_VariantB_male	2	2	True	Head		True	False	False	
torso_reaver_paddedvariantC			clothing/torsos/2x3_torso_reaver_paddedvariantC_male	2	3	True	Body		True	False	False	
torso_reaver_paddedvariantB			clothing/torsos/2x3_torso_reaver_paddedvariantB_male	2	3	True	Body		True	False	False	
torso_reaver_paddedvariantA			clothing/torsos/2x3_torso_reaver_paddedvariantA_male	2	3	True	Body		True	False	False	
torso_reaver_jacket			clothing/torsos/2x3_torso_reaver_jacket_male	2	3	True	Body		True	False	False	
torso_reaver_jacket_variantB			clothing/torsos/2x3_torso_reaver_jacket_VariantB_male	2	3	True	Body		True	False	False	
torso_reaver_bandage			clothing/torsos/2x3_torso_reaver_bandage_male	2	3	True	Body		True	False	False	
legs_reaver_paddedVariantB			clothing/legs/2x4_legs_reaver_paddedVariantB_male	2	4	True	Feet		True	False	False	
legs_reaver_paddedVariantA			clothing/legs/2x4_legs_reaver_paddedVariantA_male	2	4	True	Feet		True	False	False	
